Test_Name,LOT_ID,MO#,TEST_MODE,TEST_TYPE,TEST_PROGRAM,REVISION,Package_Type,PRODUCT_PART,DMC_string,DMC_infineon,DMC_year,DMC_month,DMC_day,DMC_serial,SFIS_State,TESTER,TESTER_TYPE,HANDLER,HANDLER_ID,Test_Location,Model,Station,DATE,Test Result,Error Code,Test Time,DCR_VOUT-GND,PMBUS_REV_CID,XADDR1_CID,IC_serial_CID,product_id_CID,ic_version_CID,IC_DEVICE_ID_CID,parity_CID,Test_CID,Y_CID,X_CID,WaferNr_CID,Dummy_CID,Lot_CID,Year_CID,Coding_CID,Fab_CID,Selene_part_0_rem_sz,Selene_part_1_rem_sz,Selene_part_2_rem_sz,PYTHON_SCRIPT_VERSION_OTP,I2CADDR_OTP,PMBUSADDR_OTP,VIRGIN_CHECK_OTP,TARGET_PARTITION_CHECK_OTP,PATCH_FIRMWARE_CRC_CHECK_OTP,REPROGRAMMING_FLAG_OTP,errata_patch_CRC_ver_ok_CRC,firmware_CRC_ver_ok_CRC,OTP_config_CRC4_ver_ok_CRC,OTP_config_CRC6_ver_ok_CRC,OTP_config_CRC7_ver_ok_CRC,OTP_config_CRC8_ver_ok_CRC,selene_crc_verification_ok_CRC,ILOAD_set_40V0.5A,VIN_set_40V0.5A,VIN_Selene_40V0.5A,VOUT_Selene_40V0.5A,Vaux_Selene_40V0.5A,VPWRG_Selene_40V0.5A,IIN_Selene_40V0.5A,Iaux_Selene_40V0.5A,IOUT_Selene_40V0.5A,VIN_set_36V0A,VIN_Selene_36V0A,VOUT_Selene_36V0A,Vaux_Selene_36V0A,VPWRG_Selene_36V0A,IIN_Selene_36V0A,Iaux_Selene_36V0A,IOUT_Selene_36V0A,ILOAD_set_36V0A,SYNC_FSW_54V0A,VIN_set_54V0A,VIN_Selene_54V0A,VOUT_Selene_54V0A,Vaux_Selene_54V0A,VPWRG_Selene_54V0A,IIN_Selene_54V0A,Iaux_Selene_54V0A,IOUT_Selene_54V0A,VIN_TEL_54V0A,VOUT_TEL_54V0A,IOUT_TEL_54V0A,TEMP1_TEL_54V0A,TEMP2_TEL_54V0A,FREQ_TEL_54V0A,POUT_TEL_54V0A,Ratio_54V0A,PIN_54V0A,POUT_54V0A,PLOSS_54V0A,IIN_Selene_54V0A,Iaux_Selene_54V0A,IOUT_Selene_54V0A,ILOAD_set_54V1A,VIN_set_54V1A,VIN_Selene_54V1A,VOUT_Selene_54V1A,Vaux_Selene_54V1A,VPWRG_Selene_54V1A,IIN_Selene_54V1A,Iaux_Selene_54V1A,IOUT_Selene_54V1A,Delta_VOUT_54V1A,ILOAD_set_54V0A,ILOAD_set_54V15A,VIN_set_54V15A,VIN_Selene_54V15A,VOUT_Selene_54V15A,Vaux_Selene_54V15A,VPWRG_Selene_54V15A,IIN_Selene_54V15A,Iaux_Selene_54V15A,IOUT_Selene_54V15A,Delta_VOUT_54V15A,ILOAD_set_54V0A,ILOAD_set_40V25A,VIN_set_40V25A,VIN_Selene_40V25A,VOUT_Selene_40V25A,Vaux_Selene_40V25A,VPWRG_Selene_40V25A,IIN_Selene_40V25A,Iaux_Selene_40V25A,IOUT_Selene_40V25A,VIN_TEL_40V25A,VOUT_TEL_40V25A,IOUT_TEL_40V25A,TEMP1_TEL_40V25A,TEMP2_TEL_40V25A,FREQ_TEL_40V25A,POUT_TEL_40V25A,Ratio_40V25A,ROUT_40V25A,PIN_40V25A,POUT_40V25A,PLOSS_40V25A,Efficiency_40V25A,Selene_Vin_Error_40V25A,Selene_Vout_Error_40V25A,Selene_Iout_Error_40V25A,Selene_Eff_Error_40V25A,ILOAD_set_40V50A,VIN_set_40V50A,VIN_Selene_40V50A,VOUT_Selene_40V50A,Vaux_Selene_40V50A,VPWRG_Selene_40V50A,IIN_Selene_40V50A,Iaux_Selene_40V50A,IOUT_Selene_40V50A,VIN_TEL_40V50A,VOUT_TEL_40V50A,IOUT_TEL_40V50A,TEMP1_TEL_40V50A,TEMP2_TEL_40V50A,FREQ_TEL_40V50A,POUT_TEL_40V50A,Ratio_40V50A,ROUT_40V50A,PIN_40V50A,POUT_40V50A,PLOSS_40V50A,Efficiency_40V50A,Selene_Vin_Error_40V50A,Selene_Vout_Error_40V50A,Selene_Iout_Error_40V50A,Selene_Eff_Error_40V50A,ILOAD_set_48V25A,VIN_set_48V25A,VIN_Selene_48V25A,VOUT_Selene_48V25A,Vaux_Selene_48V25A,VPWRG_Selene_48V25A,IIN_Selene_48V25A,Iaux_Selene_48V25A,IOUT_Selene_48V25A,VIN_TEL_48V25A,VOUT_TEL_48V25A,IOUT_TEL_48V25A,TEMP1_TEL_48V25A,TEMP2_TEL_48V25A,FREQ_TEL_48V25A,POUT_TEL_48V25A,Ratio_48V25A,ROUT_48V25A,PIN_48V25A,POUT_48V25A,PLOSS_48V25A,Efficiency_48V25A,Selene_Vin_Error_48V25A,Selene_Vout_Error_48V25A,Selene_Iout_Error_48V25A,Selene_Eff_Error_48V25A,ILOAD_set_48V50A,VIN_set_48V50A,VIN_Selene_48V50A,VOUT_Selene_48V50A,Vaux_Selene_48V50A,VPWRG_Selene_48V50A,IIN_Selene_48V50A,Iaux_Selene_48V50A,IOUT_Selene_48V50A,VIN_TEL_48V50A,VOUT_TEL_48V50A,IOUT_TEL_48V50A,TEMP1_TEL_48V50A,TEMP2_TEL_48V50A,FREQ_TEL_48V50A,POUT_TEL_48V50A,Ratio_48V50A,ROUT_48V50A,PIN_48V50A,POUT_48V50A,PLOSS_48V50A,Efficiency_48V50A,Selene_Vin_Error_48V50A,Selene_Vout_Error_48V50A,Selene_Iout_Error_48V50A,Selene_Eff_Error_48V50A,ILOAD_set_54V25A,VIN_set_54V25A,VIN_Selene_54V25A,VOUT_Selene_54V25A,Vaux_Selene_54V25A,VPWRG_Selene_54V25A,IIN_Selene_54V25A,Iaux_Selene_54V25A,IOUT_Selene_54V25A,VIN_TEL_54V25A,VOUT_TEL_54V25A,IOUT_TEL_54V25A,TEMP1_TEL_54V25A,TEMP2_TEL_54V25A,FREQ_TEL_54V25A,POUT_TEL_54V25A,Ratio_54V25A,ROUT_54V25A,PIN_54V25A,POUT_54V25A,PLOSS_54V25A,Efficiency_54V25A,Selene_Vin_Error_54V25A,Selene_Vout_Error_54V25A,Selene_Iout_Error_54V25A,Selene_Eff_Error_54V25A,ILOAD_set_54V50A,VIN_set_54V50A,VIN_Selene_54V50A,VOUT_Selene_54V50A,Vaux_Selene_54V50A,VPWRG_Selene_54V50A,IIN_Selene_54V50A,Iaux_Selene_54V50A,IOUT_Selene_54V50A,VIN_TEL_54V50A,VOUT_TEL_54V50A,IOUT_TEL_54V50A,TEMP1_TEL_54V50A,TEMP2_TEL_54V50A,FREQ_TEL_54V50A,POUT_TEL_54V50A,Ratio_54V50A,ROUT_54V50A,PIN_54V50A,POUT_54V50A,PLOSS_54V50A,Efficiency_54V50A,Selene_Vin_Error_54V50A,Selene_Vout_Error_54V50A,Selene_Iout_Error_54V50A,Selene_Eff_Error_54V50A,ILOAD_set_60V25A,VIN_set_60V25A,VIN_Selene_60V25A,VOUT_Selene_60V25A,Vaux_Selene_60V25A,VPWRG_Selene_60V25A,IIN_Selene_60V25A,Iaux_Selene_60V25A,IOUT_Selene_60V25A,VIN_TEL_60V25A,VOUT_TEL_60V25A,IOUT_TEL_60V25A,TEMP1_TEL_60V25A,TEMP2_TEL_60V25A,FREQ_TEL_60V25A,POUT_TEL_60V25A,Ratio_60V25A,ROUT_60V25A,PIN_60V25A,POUT_60V25A,PLOSS_60V25A,Efficiency_60V25A,Selene_Vin_Error_60V25A,Selene_Vout_Error_60V25A,Selene_Iout_Error_60V25A,Selene_Eff_Error_60V25A,ILOAD_set_60V50A,VIN_set_60V50A,VIN_Selene_60V50A,VOUT_Selene_60V50A,Vaux_Selene_60V50A,VPWRG_Selene_60V50A,IIN_Selene_60V50A,Iaux_Selene_60V50A,IOUT_Selene_60V50A,VIN_TEL_60V50A,VOUT_TEL_60V50A,IOUT_TEL_60V50A,TEMP1_TEL_60V50A,TEMP2_TEL_60V50A,FREQ_TEL_60V50A,POUT_TEL_60V50A,Ratio_60V50A,ROUT_60V50A,PIN_60V50A,POUT_60V50A,PLOSS_60V50A,Efficiency_60V50A,Selene_Vin_Error_60V50A,Selene_Vout_Error_60V50A,Selene_Iout_Error_60V50A,Selene_Eff_Error_60V50A,ILOAD_set_54V0A_2,SYNC_FSW_54V0A_2,VIN_set_54V0A_2,VIN_Selene_54V0A_2,VOUT_Selene_54V0A_2,Vaux_Selene_54V0A_2,VPWRG_Selene_54V0A_2,IIN_Selene_54V0A_2,Iaux_Selene_54V0A_2,IOUT_Selene_54V0A_2,VIN_TEL_54V0A_2,VOUT_TEL_54V0A_2,IOUT_TEL_54V0A_2,TEMP1_TEL_54V0A_2,TEMP2_TEL_54V0A_2,FREQ_TEL_54V0A_2,POUT_TEL_54V0A_2,Ratio_54V0A_2,PIN_54V0A_2,POUT_54V0A_2,PLOSS_54V0A_2
Test_Number,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326
Lower_Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.99,0.99,0.99,0.99,0.99,0.99,NA,NA,39,4.25,3,0,NA,NA,NA,NA,35,0,3,0,NA,NA,NA,NA,500000,NA,53,6.25,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,6.25,3,0.5,NA,NA,NA,0,NA,NA,NA,53,6.25,3,0.5,NA,NA,NA,0.01,NA,NA,NA,39,4.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,39,4.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,47,5.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,47,5.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,53,6.25,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,53,6.25,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,59,7,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,59,7,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,500000,NA,53,6.25,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper_Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.01,1.01,1.01,1.01,NA,NA,41,5.25,3.7,0.8,NA,NA,NA,NA,37,0.2,3.7,0.8,NA,NA,NA,NA,650000,NA,55,7.25,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,7.25,3.7,0.8,NA,NA,NA,0.05,NA,NA,NA,55,7.25,3.7,0.8,NA,NA,NA,0.5,NA,NA,NA,41,5.5,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,41,5.5,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,49,6.5,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,49,6.5,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,55,7.25,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,55,7.25,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,61,8,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,61,8,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,650000,NA,55,7.25,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Decimal,Decimal,Decimal,Decimal,Decimal,Decimal,Decimal,A,V,V,V,V,V,A,mA,A,V,V,V,V,V,A,mA,A,A,Hz,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,W,W,W,A,mA,A,A,V,V,V,V,V,A,mA,A,V,A,A,V,V,V,V,V,A,mA,A,V,A,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,mOhm,W,W,W,%,V,V,A,%,A,Hz,V,V,V,V,V,A,mA,A,V,V,A,DegC,DegC,KHz,W,NA,W,W,W
 ,SELENE4-01,2643012917,B11P,C,SeleneTestProgramV1.0,V1.0,LG-MAMGA-23-1,MA005565552,N59T26P,N,5,9,T,26P,SFC_ON,U17I016FT-01,FTTESTER,FIXTURE,SELENE_FT_01,FOXCONN_VN_FY,U17I016.00,FT,20251027_191502,PASS,,103,211.705863,51,4,11,259,259,259,1,0,38,121,15,0,68PN,4,,3,13.8203125,0,32,0.14,16,64,1,1,1,1,1,1,1,1,1,1,1,0.5,40,39.9938216,4.99606918,3.59222162,0.704614558,0.205369,23.0079199,0.498,36,35.9539877,0.110661243,3.58881958,0.0266656597,0,20.145699,0,0,565400,54,53.9920626,6.7560124,3.5923499,0.704602903,0.156503,22.1324349,0.015,55.375,6.751708984375,-1.5,25,23,562,0,7.9917,8.52942722338757,0.101340186,8.42808703738757,0.111372,-5.45461231,0.016,1,54,53.9942051,6.75205808,3.5923763,0.704642586,0.286072,22.491562,0.999,0.00395432000000007,0,15,54,53.8942572,6.67980181,3.58658757,0.703431911,2.03529,22.540111,14.999,0.0722562700000005,0,25,40,39.9099026,4.88108246,3.58644174,0.70342048,3.274237,23.5072628,24.999,41.25,4.97119140625,10,26,24,556,109,8.1764,4.3063,130.758787187815,122.02218041754,8.73660677027527,93.3185318110006,-1.3400974,-0.09010894625,14.999,93.318,50,40,39.908049,4.77390416,3.588349,0.703730749,6.39664,23.630729,49.99,41.125,4.948486328125,23,28,25,556,217,8.3596,4.2928,255.362217858136,238.6474689584,16.7147488997364,93.4544941534687,-1.216951,-0.174582168125,26.99,93.454,25,48,47.9196813,5.88587502,3.5884302,0.703731033,3.281129,22.946217,25,49.25,5.970458984375,7,29,26,562,77,8.1414,4.1634,157.312996882246,147.1468755,10.1661213822462,93.5376468672478,-1.3303187,-0.0845839643749997,18,93.537,50,48,47.8870702,5.77476668,3.58760752,0.703496075,6.402642,23.0589394,49.99,49.25,5.9482421875,19,30,27,562,232,8.2924,4.2231,306.686493343863,288.6805863332,18.0059070106631,94.1288881638245,-1.3629298,-0.1734755075,30.99,94.128,25,54,53.8994459,6.63700604,3.58759228,0.703486835,3.292112,22.640884,24.999,55.375,6.7275390625,4.5,31,28,562,67,8.1210,4.0171,177.524238901392,165.91851399396,11.6057249074316,93.4624561810525,-1.4755541,-0.0905330224999998,20.499,93.462,50,54,53.8686698,6.5259484,3.58706739,0.703294417,6.409668,22.7517995,49.99,55.25,6.704833984375,16.5,32,29,562,221,8.2545,4.1535,345.361901257677,326.232160516,19.1297407416766,94.4609580060761,-1.3813302,-0.178885584375,33.49,94.460,25,60,59.8787734,7.38697673,3.58686891,0.703284392,3.302339,22.6770703,25,61.25,7.469970703125,4,33,30,568,59,8.1059,3.9147,197.821348349412,184.67441825,13.1469300994115,93.3541398796908,-1.3712266,-0.0829939731250002,21,93.354,50,60,59.847854,7.2754807,3.58635988,0.703087137,6.426342,22.8087998,49.99,61.25,7.44775390625,16,34,31,568,238,8.2259,4.1108,384.684578334582,363.701280193,20.9832981415817,94.5453237994554,-1.402146,-0.17227320625,33.99,94.545,0,566900,54,53.899878,6.74533229,3.58601643,0.703068624,0.15806,22.6129478,0.016,55.375,6.749755859375,-1.5,35,32,562,0,7.9906,8.60050511902153,0.10792531664,8.49257980238153
 ,SELENE4-01,2643012917,B11P,C,SeleneTestProgramV1.0,V1.0,LG-MAMGA-23-1,MA005565552,N59T26R,N,5,9,T,26R,SFC_ON,U17I016FT-01,FTTESTER,FIXTURE,SELENE_FT_01,FOXCONN_VN_FY,U17I016.00,FT,20251027_192940,PASS,,102,218.205685,51,4,6,259,259,259,0,0,39,118,15,0,68PN,4,,3,13.8203125,0,32,0.14,16,64,1,1,1,1,1,1,1,1,1,1,1,0.5,40,39.9949014,4.99422653,3.59234615,0.704559137,0.201012,22.8150604,0.5,36,35.9540951,0.102558141,3.58883949,0.0267140197,0,19.9346069,0,0,564300,54,53.9922268,6.75405595,3.59237629,0.704531166,0.147966,21.9106289,0.016,55.375,6.749267578125,-0.5,25,23,562,0,7.9940,8.06772505444815,0.1080648952,7.95966015924815,0.109594,-5.49539429,0.016,1,54,53.9947443,6.75005425,3.59243889,0.704570448,0.277579,22.2108653,0.998,0.00400169999999989,0,15,54,53.8942425,6.67733957,3.58662127,0.703362681,2.026575,22.2885272,14.999,0.0727146799999998,0,25,40,39.9100968,4.87874911,3.5864696,0.703352752,3.270102,23.2706231,25,41.125,4.96826171875,12.5,26,24,556,129,8.1803,4.4005,130.593546748195,121.96872775,8.6248189981948,93.3956774948269,-1.2149032,-0.0895126087499998,12.5,93.395,50,40,39.9080803,4.77089693,3.58839195,0.703666077,6.388903,23.3616302,50,41.125,4.945556640625,26.5,28,26,556,257,8.3649,4.3522,255.052684638659,238.5448465,16.5078381386595,93.5276752087332,-1.2169197,-0.174659710625,23.5,93.527,25,48,47.9198156,5.88335051,3.5884453,0.703660787,3.272992,22.6310216,25,49.25,5.96728515625,10.5,29,27,562,125,8.1449,4.2650,156.92238328337,147.08376275,9.83862053336992,93.7302631227545,-1.3301844,-0.0839346462500004,14.5,93.730,50,48,47.8873751,5.77157459,3.58766462,0.703420983,6.39704,22.7438198,50,49.25,5.944580078125,22.5,30,29,562,273,8.2971,4.2869,306.419051207324,288.5787295,17.8403217073241,94.1778027061205,-1.3626249,-0.173005488125,27.5,94.177,25,54,53.8996795,6.63445599,3.58765689,0.703421345,3.283041,22.2860203,24.999,55.375,6.723388671875,9,31,30,562,121,8.1242,4.1203,177.034812279639,165.85476529401,11.1800469856294,93.6848313381609,-1.4753205,-0.0889326818749998,15.999,93.684,50,54,53.8687787,6.52274221,3.58708722,0.703222697,6.404865,22.3847769,49.99,55.25,6.7001953125,21,32,30,562,281,8.2586,4.2179,345.102551435516,326.0718830779,19.030668357616,94.4855034312396,-1.3812213,-0.1774531025,28.99,94.485,25,60,59.8796876,7.38453531,3.58696718,0.703212246,3.293757,22.3379417,24.998,61.375,7.483154296875,5.5,33,31,568,82,8.1087,4.0173,197.30926565406,184.59861367938,12.7106519746798,93.5580055338277,-1.4953124,-0.0986189868749996,19.498,93.558,50,60,59.8482312,7.2723131,3.58642664,0.703021927,6.418783,22.4212861,49.99,61.25,7.45849609375,18,34,32,568,268,8.2296,4.1751,384.233221304402,363.542931869,20.6902894354017,94.615174251419,-1.4017688,-0.18618299375,31.99,94.615,0,564300,54,53.8996295,6.74361428,3.58611888,0.70298728,0.150412,22.1398889,0.014,55.375,6.74609375,0,36,35,562,0,7.9926,8.18654734593939,0.09441059992,8.09213674601939
 ,SELENE4-01,2643012917,B11P,C,SeleneTestProgramV1.0,V1.0,LG-MAMGA-23-1,MA005565552,N59T247,N,5,9,T,247,SFC_ON,U17I016FT-01,FTTESTER,FIXTURE,SELENE_FT_01,FOXCONN_VN_FY,U17I016.00,FT,20251027_193426,PASS,,102,210.655274,51,4,4023,259,259,259,0,0,110,92,15,0,68PN,4,,3,13.8203125,0,32,0.14,16,64,1,1,1,1,1,1,1,1,1,1,1,0.5,40,39.9936383,4.9953192,3.59233794,0.70439206,0.19372,22.7486344,0.499,36,35.9541061,0.110896457,3.58988791,0.0261968724,0,16.6073135,0,0,559900,54,53.9912762,6.75520113,3.59235915,0.704374083,0.139029,21.8798987,0.014,55.5,6.751708984375,0.5,26,23,562,13,7.9925,7.58495359310582,0.09457281582,7.49038077728582,0.112484,-5.54671378,0.015,1,54,53.9940927,6.75111803,3.59247188,0.704414073,0.266463,22.1392669,0.999,0.0040830999999999,0,15,54,53.8939739,6.6780423,3.58669442,0.703209734,2.017326,22.2180858,14.999,0.0730757299999993,0,25,40,39.9097946,4.87899791,3.58649471,0.703198329,3.261698,23.1668382,24.999,41.375,4.97119140625,15.5,27,25,556,159,8.1799,4.3892,130.256784969883,121.97006875209,8.28671621779253,93.6381692364751,-1.4652054,-0.0921934962500002,9.499,93.638,50,40,39.9079386,4.76979363,3.58844459,0.703508547,6.382633,23.2872683,49.99,41.375,4.948974609375,29.5,28,26,556,287,8.3668,4.3748,254.801290942281,238.4419835637,16.3593073785808,93.5795822234328,-1.4670614,-0.179180979375,20.49,93.579,25,48,47.9197391,5.88359063,3.58849789,0.703506966,3.264411,22.5881587,25,49.375,5.98046875,13.5,29,27,562,167,8.1446,4.2550,156.510780995004,147.08976575,9.42101524500404,93.9805966176191,-1.4552609,-0.0968781200000004,11.5,93.980,50,48,47.8871932,5.77043103,3.58772205,0.703272343,6.387525,22.7159717,49.99,49.25,5.958251953125,26,30,27,562,303,8.2987,4.3102,305.962142337385,288.4638471897,17.4982951476853,94.2808953375709,-1.3628068,-0.187820923125,23.99,94.280,25,54,53.8999667,6.63442021,3.58774588,0.703267837,3.273481,22.3158345,24.999,55.375,6.728271484375,11,31,29,562,161,8.1242,4.1231,176.520580436369,165.85387082979,10.6667096065788,93.957243070349,-1.4750333,-0.093851274375,13.999,93.957,50,54,53.869005,6.52115702,3.58713921,0.703071676,6.39535,22.4051928,49.99,55.25,6.70556640625,24.5,32,30,562,321,8.2606,4.2502,344.59151167235,325.9926394298,18.5988722425504,94.6026319243073,-1.380995,-0.18440938625,25.49,94.602,25,60,59.8793043,7.38424805,3.58701836,0.703062542,3.28233,22.3250808,24.999,61.5,7.4736328125,9.5,33,31,568,142,8.1090,4.0267,196.623717357737,184.59881700195,12.0249003557871,93.8843083035049,-1.6206957,-0.0893847624999999,15.499,93.884,50,60,59.8475728,7.27017909,3.58650076,0.702852839,6.404688,22.4365694,49.99,61.375,7.451416015625,21.5,34,31,568,327,8.2319,4.2161,383.385500114491,363.4362527091,19.9492474053912,94.7965566252678,-1.5274272,-0.181236925625,28.49,94.796,0,561800,54,53.8991387,6.74467833,3.58613164,0.702837034,0.137962,22.2444284,0.015,55.5,6.750244140625,0.5,35,33,562,6,7.9913,7.51580442182835,0.10117017495,7.41463424687835
 ,SELENE4-01,2643012917,B11P,C,SeleneTestProgramV1.0,V1.0,LG-MAMGA-23-1,MA005565552,N59T1YL,N,5,9,T,1YL,SFC_ON,U17I016FT-01,FTTESTER,FIXTURE,SELENE_FT_01,FOXCONN_VN_FY,U17I016.00,FT,20251027_193600,FAIL,CKPGV0,63,216.774725,51,4,91,259,259,259,1,0,41,16,15,0,68PN,4,,3,13.8203125,0,32,0.14,16,64,1,1,1,1,1,1,1,1,1,1,1,0.5,40,39.9943184,4.99278685,3.59214864,0.704222379,0.205992,23.3721615,0.498,36,35.9540936,0.106980356,3.58977066,0.0260880717,0,16.9249579,0,0,563100,54,53.9923364,6.75287289,3.59223124,0.70421907,0.149834,22.4666282,0.016,55.5,6.749267578125,1,26,23,562,13,7.9954,8.1705930558351,0.10804596624,8.0625470895951,0.10995,-5.54946101,0.016,1,54,53.9958321,0.266762726,3.59298994,0.0266015047
